가수명,노래제목,발매일,가사,좋아요수
박새별,사랑이 우릴 다시 만나게 한다면,2013-05-28,사랑이 우릴 다시 만나게 해준다면 나 그대에게 해주고 싶은 말이 너무 많아요 그댈 보내고 내가 얼마나 많은 밤들을 혼자 그리워하는지 그댄 그댄 모르죠 사랑이 우릴 다시 만나게 해준다면 나 그땐 좀 더 온전히 그대를 사랑할게요 어렸었던 우리 지난 날 엇갈림 속에 수많은 차가운 말들로 서롤 얼마나 아프게 했는지 혹시 날 사랑하나요 혹시 날 미워하고 있나요 내게 말해줘요 더 이상 난 아무런 의미 없을까 겁이 나요 사랑이 우릴 다시 만나게 해준다면 긴 시간 너머 언젠가 그대 보일 때까지 내가 기다릴게요 아직까지 선명히 기억나는 풍경 하나 내 머릴 쓰다듬던 익숙한 손길 이별을 말하던 그대 혹시 날 사랑하나요 혹시 날 미워하고 있나요 나 없는 하루가 그댄 아무렇지 않나요 잘 지내지 말아요 어디에 있나요 그대 지금도 난 이렇게 그대가 보고 싶은데 혹시 날 사랑하긴 했나요 혹시 그대도 날 사랑한다면 내가 기다릴게요 언젠가 그대 내게 다시 돌아올 수 있다면 사랑이 우릴 다시 만나게 한다면 ,12564
폴킴,사랑 알 수 없나봐,2018-12-16,사랑 알 수 없나 봐 어떤 마음인지 자꾸 의심하게 돼 청개구리처럼 반대로 하게 되는 게 영리한 건지 어리석은 건지 나 할 수 없나 봐 풀어보려 할수록 더 엉켜버리는 머리론 알겠는데 내 마음은 그게 잘 안돼 그게 잘 안돼 널 보낼 수가 없어 내게 짓던 네 웃음 나를 잡았던 손길 아직 선명해 나 후회해 그땐 왜 그랬는지 눈을 감아도 네 모습 사라지지를 않아 지우고 싶지 않아 정말 미안해 오 미안해 내가 잘못했어 돌아와 사랑 알 수 없나 봐 나를 다독이는 너의 손길 때문에 떠나려 하잖아 아무 말 하지 마 무섭단 말야 아무 말 하지 마 아직 널 보낼 수가 없어 투덜대던 네 입술 눈으로 나눈 사랑 아직 선명해 나 후회해 그땐 왜 그랬는지 하루 온종일 네 모습 사라지지를 않아 지우고 싶지 않아 정말 미안해 오 미안해 내가 잘못했어 돌아와 혹시 돌아올지도 몰라 그래 분명히 너도 내가 그리울 거야 사랑하지만 헤어질 수 있다는 그 거짓말 아직 지키지 못한 약속 내겐 너무 많은데 다 해줄 수 있는데 다시 만나면 꼭 말할게 우리 함께하자 영원히 ,41914
길구봉구,"다시, 우리",2018-05-24,뚜루루 온종일 비가 내렸지 눅눅히 젖은 신발을 보다가 엉겨 붙어버린 기억의 먼지 한 줌이 빗물에 씻겨지질 않네 아무리 우산을 써봐도 내 맘은 젖어만 가 다시 널 불러 사랑했던 그때로 가슴이 아파 넌 들을 수도 없잖아 너 다시 돌아오라고 네가 보고 싶다고 노래해 내게로 와 다시 우리 다시 푸르른 하늘이 오랜만이라 널려있었던 옷을 주워담다가 오 너의 흔적들이 아직도 여기저기에 온기로 남아 있었구나 빨래를 돌려 바래버린 때를 지운들 그때가 지워질까 다시 널 불러 사랑했던 그때로 가슴이 아파 넌 들을 수도 없잖아 너 다시 돌아오라고 네가 보고 싶다고 노래해 내게로 와 다시 우리 다시 그대 두고 간 베갠 젖어 있고 네 칫솔은 내 맘처럼 말라가 하나씩 버리고 흔적을 지워 봐도 내 맘은 너를 쳐낼 수가 없는걸 시간을 돌려 사랑했던 그때로 가슴이 아파 너 다시 돌아오라고 네가 보고 싶다고 노래해 내게로 와 너를 기다려 네가 그리워 돌아와 ,33582
소유 (SOYOU),길에서 (Feat. 적재),2019-12-23,하루 종일 비가 와서 니 얼굴이 또 생각 나 눈물이 났어 한 걸음 더 걸어가면 잊혀질까 봐 비를 맞으며 서 있었어 차갑게 젖어 버린 내 가슴 안에서 아직도 아직도 널 부르잖아 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 너 올까봐 어느새 그친 빗줄기에 니 모습도 사라졌어 보이지 않아 한번만 더 한번만 더 보고 싶어서 마른 하늘에 널 그렸어 차갑게 식어 버린 내 목소리 마저 아직도 이렇게 널 부르잖아 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 니가 다시 올까봐 기다릴게 나 여기 서 있을게 늦기 전에 지금 내게 돌아와줘 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 꼭 돌아와 날 안아줘 ,5946
헤이즈 (Heize),내 맘을 볼 수 있나요,2019-07-28,내 맘을 볼 수 있나요 난 그대뿐이에요 그대 뒤에 나 있을게요 한걸음 뒤에서요 그댄 내 마음 모르죠 눈물이 글썽여요 그댈 보면 마음이 아프네요 혼자 하는 사랑은 언젠가 다시 돌아가야 할 그곳을 홀로 걸어가겠죠 그런 내가 슬퍼요 모른척 하는 건가요 그대 곁에 있는 날 힘껏 소리쳐 불러봐도 마음의 소리니까 언젠가 다시 돌아가야 할 그곳을 홀로 걸어가겠죠 그런 내가 슬퍼요 언젠가 다시 돌아가야 할 그곳을 홀로 걸어 돌아가겠죠 이런 내가 아파요 우우우우우 슬픈 마음이 들어요 나는 왜 안되는지 사랑이란 가깝고도 머네요 그대의 마음이란 ,100700
윤현상,잊는다는 게,2015-03-13,잊는다는 게 참 그래요 사랑하다가 이별하게 되면 그때서야 못해줬던 게 생각이 나요 꼭 어제 일처럼 추억이란 게 참 그래요 분명 내 맘속엔 아직 남아있는데 지나가면 없었던 일로 해버리는 게 속 편할 때가 있겠죠 잊는다는 게 왜 이리 힘들죠 함께했었던 그 시간 때문일까요 새로운 사람을 만나서 행복해지면 되는 간단한 일인데 왜 그리 어렵죠 잊는다는 게 이별이란 게 참 그래요 지키지 못한 약속들이 전부 내게 거짓말이 돼 버린단 게 내가 이기적인 게 돼버리니까 잊는다는 게 왜 이리 힘들죠 함께했었던 그 시간 때문일까요 새로운 사람을 만나서 행복해지면 되는 간단한 일인데 왜 그리 어렵죠 잊는다는 게 지금 생각나는 모든 것들이 어쩌면 다시는 또 오지 못할 기억에 묻힌 날들 행복했었던 날들 이젠 잊어야겠지 모두 잊어야겠지 가끔 생각이 날 때가 있겠죠 그댈 만나서 그 동안 행복했어요 새로운 사람을 만나도 그댄 잊지 말아요 이제는 끝인 게 왜 그리 어렵죠 왜 그리 힘들죠 잊는다는 게 ,29999
T.P RETRO (타디스 프로젝트舊),오늘도 그대만 (Feat. 정동원),2017-02-28,봄날처럼 몰래 다가왔던 나의 그대 여름 같이 뜨거웠던 우리의 시간들 어느덧 찾아온 시린 겨울 혹시 그대 아프진 않을까 걱정돼요 그대에게 부족한 나라서 나 그렇게 그댈 붙잡지 못했죠 소리 없이 울먹이던 그대 그만하자는 그 말 다 거짓말이죠 오지 않는 전화를 붙잡고 후회만 하는 참 바보 같은 나 그땐 뭐가 그렇게 어려웠던 건지 조용히 그대 마음 안아줄 걸 우연처럼 다시 와줘요 내 품에 머물던 그대 온기 남았는데 그댈 사랑한 만큼 하루하루 겨우 버텨봐도 너무 아파 매일 그대 생각에 살아요 빗방울이 떨어지던 그 밤 우산처럼 기울던 그대와 나는 하염없이 눈물만 흘렸죠 돌아온다는 그 말 다 거짓말이죠 오지 않는 전화를 붙잡고 후회만 하고 있는 참 바보 같은 내가 그댈 사랑한 만큼 하루하루 겨우 버텨봐도 너무 아파 매일 그대 생각에 살아요 오늘도 술에 취해 그댈 부르고 후회만 하고 있는 참 이기적인 내가 우리 사랑한 만큼 지우기엔 너무 아픈 그대 이름 매일 그대 생각에 울어요 다시 내게 와줘요 ,101735
아이유,밤편지,2017-03-24,이 밤 그날의 반딧불을 당신의 창 가까이 보낼게요 음 사랑한다는 말이에요 나 우리의 첫 입맞춤을 떠올려 그럼 언제든 눈을 감고 음 가장 먼 곳으로 가요 난 파도가 머물던 모래 위에 적힌 글씨처럼 그대가 멀리 사라져 버릴 것 같아 늘 그리워 그리워 여기 내 마음속에 모든 말을 다 꺼내어 줄 순 없지만 사랑한다는 말이에요 어떻게 나에게 그대란 행운이 온 걸까 지금 우리 함께 있다면 아 얼마나 좋을까요 난 파도가 머물던 모래 위에 적힌 글씨처럼 그대가 멀리 사라져 버릴 것 같아 또 그리워 더 그리워 나의 일기장 안에 모든 말을 다 꺼내어 줄 순 없지만 사랑한다는 말 이 밤 그날의 반딧불을 당신의 창 가까이 띄울게요 음 좋은 꿈 이길 바라요 ,445569
곽진언,택시를 타고,2016-05-10,날이 참 좋길래 아무거나 걸쳐 입고 밖에 나와서 택시를 타고 아무데나 가달라고 했어 어디로 가든지 어디로 가든지 너를 다 두고 오려고 너를 다 두고 오려고 빠르게 지나가는 창밖의 풍경처럼 우리도 사라진다면 얼마나 좋을까 택시를 타고 아무데나 가달라고 했어 널 두고 오려고 널 두고 오려고 빠르게 지나가는 창밖의 풍경처럼 우리도 사라진다면 얼마나 좋을까 택시를 타고 아무 데나 가달라고 했어 널 두고 오려고 널 두고 오려고 날이 참 좋길래 아무거나 걸쳐 입고 밖에 나와서 ,6794
윤종신,말꼬리,2011-05-31,비는 오고 너는 가려 하고 내 마음 눅눅하게 잠기고 낡은 흑백영화 한 장면처럼 내 말은 자꾸 끊기고 사랑한 만큼 힘들었다고 사랑하기에 날 보낸다고 말도 안 되는 그 이별 핑계에  나의 대답을 원하니 너만큼 사랑하지 않았었나봐 나는 좀 덜 사랑해서  널 못 보내  가슴이 너무 좁아 떠나간 너의 행복 빌어줄  그런 드라마 같은  그런 속 깊은 사랑  내겐 없으니 사랑하면 내게 머물러줘 사랑하면 이별은 없는거야 너만큼 사랑하지 않았었나봐 나는 좀 덜 사랑해서  널 못 보내  가슴이 너무 좁아 떠나간 너의 행복 빌어줄  그런 드라마 같은  그런 속 깊은 사랑  내겐 없으니 우리의 사랑 바닥 보일 때까지 우리의 사랑  메말라 갈라질 때까지  다 쓰고 가 남은 사랑처럼 쓸모 없는 건  만들지 마요  손톱만큼의 작은 사랑도  내게 다 주고 가요 그러니까 이별은 없는거야 ,46043
정승환,숲으로 걷는다,2016-11-29,숲으로 걷는다 미안하단 말 대신 천천히 걷는다 기억의 너와 나란히 걷는다 아무 말 못하고 쳐다만 보는 널 뒤로 한 채 정신 없이 도망치는 철없던 내가 또 떠올라서 지우고 지워도 변한 게 없는 그때의 내 모습 숲으로 걷는다 내 빈 가슴을 채운다 천천히 걷는다 추억의 길을 혼자서 걷는다 이제 다 끝났어 혼자서 그렇게 말해본다 시간 속을 되 돌아가 달려가 꿈처럼 널 안고 싶지만 알아 너도 이제 다 잊었겠지 모든 게 변했지 숲으로 걷는다 보고 싶단 말 대신 천천히 걷는다 기억의 너와 나란히 걷는다 잊혀진 널 다시 만나러 ,7894
문빛,끝자락,2017-11-02,다 알고 있었어 저 별이 지고 나면 말이야 애써 아무렇지 않은 척 또 난 예전 같진 않았어 보고 싶다는 너의 말이 내가 알던 네 모습이 낯설게 느껴져 하루만 더 또 하루만 더 혹시나 한번 오늘 어쩌면 아무 말도 할 수 없었어 멈춰진 너의 오늘은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 예전 같진 않았어 사랑한다는 너의 말이 내가 알던 네 모습이 낯설게 느껴져 하루만 더 또 하루만 더 혹시나 한번 오늘 어쩌면 네가 돌아와 주길 아무 말도 할 수 없었어 멈춰진 너의 오늘은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 이제 와서 뭘 어떻게 할 수 있을까 미뤄둔 그 말을 오늘은 해야 할까 말할 수 있을까 아무 말도 할 수 없었어 남겨진 나의 내일은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 ,1773
박효신,숨,2016-10-03,오늘 하루 쉴 숨이 오늘 하루 쉴 곳이 오늘만큼 이렇게 또 한번 살아가 침대 밑에 놓아둔 지난 밤에 꾼 꿈이 지친 맘을 덮으며 눈을 감는다 괜찮아 남들과는 조금은 다른 모양 속에 나 홀로 잠들어 다시 오는 아침에 눈을 뜨면 웃고프다 오늘 같은 밤 이대로 머물러도 될 꿈이라면 바랄 수 없는걸 바라도 된다면 두렵지 않다면 너처럼 오늘 같은 날 마른 줄 알았던 오래된 눈물이 흐르면 잠들지 않는 내 작은 가슴이 숨을 쉰다 끝도 없이 먼 하늘 날아가는 새처럼 뒤돌아 보지 않을래 이 길 너머 어딘가 봄이 힘없이 멈춰있던 세상에 비가 내리고 다시 자라난 오늘 그 하루를 살아 오늘 같은 밤 이대로 머물러도 될 꿈이라면 바랄 수 없는걸 바라도 된다면 두렵지 않다면 너처럼 오늘 같은 날 마른 줄 알았던 오래된 눈물이 흐르면 잠들지 않는 이 어린 가슴이 숨을 쉰다 고단했던 내 하루가 숨을 쉰다 ,222821
