가수명,노래제목,발매일,가사,좋아요수,순위
임영웅,다시 만날 수 있을까,2022-05-02,너를 위해 해 줄 것이 하나 없어서보낼 수밖에 없었고네가 없이 사는 법을 알지 못해서순간순간을 울었다후회로 가득한 한숨 자락이시린 바람처럼가슴 치는 날 그 언젠가우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까붙잡을 마음이야 없었겠냐마는그때 난 부끄러웠다떳떳하게 일어나 널 다시 찾아갈뜨거운 꿈만 꾸었다둘이 함께 했던 순간순간이시린 폭포처럼쏟아지는 날 그 언젠가우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까그리운 마음이 서럽게 흘러넘쳐너에게 닿을 때우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까,56072,11
MSG워너비(M.O.M),듣고 싶을까,2022-02-26,우리 함께 듣던 그 노랠 듣고 싶을까듣고 나서 잠시 날 생각은 할까아주 혹시라도 넌 내가 보고 싶을까난 왜 니 목소리가 듣고 싶을까뻔하디 뻔한 노랫말 여서 미안해미안해도 부디 넌 꼭 들어줬음 해후회도 미련도 없는 척 떠났지만이게 내 진심인 걸 꼭 알아줬음 해우리 함께 듣던 그 노랠 듣고 싶을까듣고 나서 잠시 날 생각은 할까아주 혹시라도 넌 내가 보고 싶을까못난 내 목소리가 듣고 싶을까말없이 다 전해지는 건 없지 난 말해 지금몇 년째 나의 favorite oneYou the only one yeahYes I know 무엇도 달라질 건 없지만이게 내 진심인 걸 꼭 알아줬음 해우리 함께 듣던 그 노랠 듣고 싶을까듣고 나서 잠시 날 생각은 할까아주 혹시라도 넌 내가 보고 싶을까난 왜 니 목소리가 듣고 싶을까Are you okay not today천천히 대답해도 돼 i just stay넌 내 목소리가 듣고 싶을까누굴 만나 봐도 다시는 못할 것 같아그립고 또 그립다 우리 그 사랑WooI’m missing UNever forget UNever forget UOh no baby,78283,12
성시경,너의 모든 순간,2014-02-12,이윽고 내가 한눈에너를 알아봤을 때모든 건 분명 달라지고 있었어내 세상은 널 알기 전과 후로 나뉘어니가 숨 쉬면 따스한 바람이 불어와니가 웃으면 눈부신 햇살이 비춰거기 있어줘서 그게 너라서가끔 내 어깨에 가만히 기대주어서나는 있잖아 정말 빈틈없이 행복해너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다 보곤 해그것 말고는 아무것도 할 수 없어서너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로보고 있으면 왠지 꿈처럼 아득한 것몇 광년 동안 날 향해 날아온 별빛 또 지금의 너거기 있어줘서 그게 너라서가끔 나에게 조용하게 안겨주어서나는 있잖아 정말 남김없이 고마워너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다보곤 해너를 보는 게 나에게는 사랑이니까너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로니 모든 순간 나였으면,221786,13
#안녕,해요 (2022),2022-06-07,그녀와 나는요 그땐 참 어렸어요많이 사랑했고 때론 많이 다퉜었죠지금 생각하면 모두 내 잘못이죠마지막 그날도 그녀는 울었어나는 그녈 잡지 못했죠지금까지도 너무 후회가 돼요그 후로 누굴 사랑한 적 없어 아직은그녀와 나는요언젠가 만날 거죠변해버린 모습 변해버린 시간 속에하지만 괜찮아 내 눈엔 아름답던예전 모습 그대로 일 거예요그녀도 날 못 잊을 거야 나는 믿어요그만큼 사랑했죠그래서 우린 한 번은 만나야만 해요그녀의 친구라도 이 노랠 듣는다면그녀에게 전해줘요내가 아직 사랑한다고우리가 처음 만난 그 시간 그 자리에내가 매일 기다린다고언제라도그녀도 날 못 잊을 거야 나는 믿어요그만큼 사랑했죠그래서 우린 한 번은 만나야만 해요그녀의 친구라도 이 노랠 듣는다면그녀에게 전해줘요내가 아직 사랑한다고우리가 처음 만난 그 시간 그 자리에내가 매일 기다린다고그녀의 친구라도 이 노랠 듣는다면그녀에게 전해줘요내가 아직 사랑한다고우리가 처음 만난 그 시간 그 자리에내가 매일 기다린다고내가 매일 기다린다고,18746,14
다비치,팡파레,2022-05-16,코끝을 간지럽히는 살랑 부는 바람이눈 감으면 어디든네 곁에 데려가 주길어느새 내 맘이 춤을 추네한없이 예쁜 날이야꿈꾸던 시간이마치 오늘인 것만 같아맘이 두근거리다 심장이 쿵 떨어져후 살며시 네가 불어와눈부신 하늘이 되어 다 물들어가요유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기샤라랄 라라랄 라라랄 꽃눈이 내려요옷장 가득히 싱그러운 설렘이 하나둘아껴 둔 마음 꺼내 입고서널 만나러 가요살며시 네가 불어와눈부신 하늘이 되어 다 물들어가요유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기때론 빗방울 떨어져잠시 우리 옷깃을 적셔찡그린 날도 있겠지만상상만 해도 찬란한 꿈을 꾸는 거야하늘에 꽃눈이 내려 여기저기 날려요머리가 어지러울 만큼 행복해요웅크렸던 만큼소중히 내가 지켜 갈게요그대와 함께하는 사랑스런 날이야유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기샤라랄 라라랄 라라랄 꽃눈이 내려요,29532,15
임재현,고백하는 취한밤에 (Prod. 2soo),2022-06-11,오랜만에 이렇게 밖에서 술마시니까니가 옆에 있는것같아너는 무슨 생각해니가 좋아하는 노래도길거리에 나오고사람들도 모두다 즐거워보이는데지금 당장 너에게 전화를 걸고싶지만아침 눈을 떴을때 후회할까봐 두려워아직도 왜 넌 내맘 몰라 바보야니가 보고싶어서 니가 생각이 나서하루종일 니가 내 머리속을 걸어다녀나 취해서 하는말 아냐너를 좋아해기분도 좀 그냥 그렇고골목길을 걸었어잠도 안오고 왠지 너를 볼것같아서가로등의 불빛도 나를 비춰주는데이 길끝에 니가 있음 얼마나좋을까난 이렇게 니가 너무나 보고싶은데넌 내가 조금도보고싶지 않을까 두려워아직도 왜 넌 내맘 몰라 바보야니가 보고싶어서 니가 생각이 나서하루종일 니가 내 머리속을 걸어다녀나 취해서 하는말 아냐나랑 사귈래왜 니앞에만 서면 연습했던 그말도잘 나오지 않는걸까어떻게해야 내맘 전할 수 있을까멋진 말도 못하고 서툰 나의 표현에이런 내게서 더 멀어지지 않길바래이것만큼은 진심이야너를 사랑해,22643,16
아이유,드라마,2021-12-29,나도 한때는 그이의 손을 잡고내가 온 세상 주인공이 된 듯꽃송이의 꽃잎 하나하나까지모두 날 위해 피어났지올림픽대로 뚝섬 유원지서촌 골목골목 예쁜 식당나를 휘청거리게 만든주옥같은 대사들다시 누군가 사랑할 수 있을까예쁘다는 말 들을 수 있을까하루 단 하루만 기회가 온다면죽을힘을 다해 빛나리언제부턴가 급격하게단조로 바뀌던 배경음악조명이 꺼진 세트장에혼자 남겨진 나는단역을 맡은 그냥 평범한 여자꽃도 하늘도 한강도 거짓말나의 드라마는 또 이렇게 끝나나왔는지조차 모르게끝났는지조차 모르게,149098,17
케이시 (Kassy),언제나 사랑해,2022-02-07,둘이 손잡고 걸을 때마주 보며 또 웃을 때사랑한다 말하지 않아도 알아널 만나러 가는 길에내 입가에 늘 환한 미소만이흐르고 있어사랑해 너를 사랑해눈물 나도록 사랑해저기 밤하늘의 별보다보석보다 네가 더 소중해얼마나 내가 얼마나 너를 사랑하는지내 모든 걸 너에게 줄게속상하고 힘이 들 때열이 나고 아파할 때옆에서 늘 힘이 돼준 사람 너야집에 돌아오는 길에내 귓가엔 늘 너의 음성만이흐르고 있어사랑해 너를 사랑해눈물 나도록 사랑해저기 밤하늘의 별보다보석보다 네가 더 소중해얼마나 내가 얼마나 너를 사랑하는지내 모든 걸 너에게 줄게세월 지나 많이 변했을 때미운 나의 손을 잡아줄 사람먼 훗날 아주 먼 훗날우리 눈 감는 그날에나를 사랑해 준 너에게 고맙다고후회는 없다고사랑해 나만의 사랑다시 태어난대도내 사랑은 너 하나뿐야영원히 너를 사랑해,57114,18
MSG워너비(M.O.M),바라만 본다,2021-06-26,내가 너라면 다 알아볼 텐데널 위할 사람 찾아낼 텐데지난 오랜 시간 너의 그 곁을지켜온 나라는 걸내가 너였다면 참 행복할 텐데한 사람을 다 가졌으니까둔한 바보도 눈치챌 그 사랑을너만 왜 모르니너를 바라만 바라만 본다외쳐 네 이름만 부른다보고 싶은 맘에 너를 향한 그 발걸음네 곁을 맴도는데오늘도 그리고 그리워하다애써 참았던 눈물이 흘러그저 멀리서만 바라보다또 소리쳐 네가 보고 싶다네가 나라면 더 참 아팠을 텐데슬픈 역할은 내가 맡을게웃는 모습만 보이며 살아가 줘내가 볼 수 있게너를 바라만 바라만 본다외쳐 네 이름만 부른다보고 싶은 맘에 너를 향한 그 발걸음네 곁을 맴도는데오늘도 그리고 그리워하다애써 참았던 눈물이 흘러그저 멀리서만 바라보다 또 소리쳐네가 보고 싶다한 걸음 더 다가갈까더 가까이 네게 갈까 OH어제보다 더 내일 더 널 사랑해I’ll make you love me someday혼자 바라고 바라만 보다울컥 그리움이 솟는다바보 같은 맘에 하지 못한 그 한마디널 사랑한다는 말얼마나 그리고 그리워해야내 맘 너의 곁에 닿게 될까매일 하루 종일 너의 생각에 사무쳐너무 보고 싶다,179154,19
경서,밤하늘의 별을(2020),2020-11-14,밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 참 많이 어색했었죠 널 처음 만난 날 멀리서 좋아하다가 들킨 사람처럼 숨이 가득 차올라서 아무 말 하지 못했는데 너는 말 없이 웃으며 내 손 잡아줬죠 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 널 좋아하는 내 마음이 표현이 안 돼 꿈이 아니면 좋겠어 자꾸 웃음 나와 내 모든 걸 다 준대도 너에겐 아깝질 않아 이 순간이 영원하길 난 정말 행복해 밤하늘의 별을 따서 너에게 줄래 너는 내가 사랑하니까 더 소중하니까 오직 너 아니면 안 된다고 외치고 싶어 그저 내 곁에만 있어줘 떠나지 말아줘 그저 내 곁에만 있어줘 떠나지 말아줘 많고 많은 사람 중에 너를 만나서 행복하고 싶어 두 번 다시 울지 않을래 오직 내 눈에는 너만 보여 나를 아껴줘 이제부터 혼자가 아니야 우린 함께니까 나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나 나나나 난난 난난나나나나 난난 난난나나 나나나 난난 난난나 나나난나,197369,20
아이유,내 손을 잡아,2011-05-25,"느낌이 오잖아 
떨리고 있잖아
언제까지 눈치만 볼 거니
네 맘을 말해봐 
딴청 피우지 말란 말이야
네 맘 가는 그대로 
지금 내 손을 잡아
어서 내 손을 잡아
우연히 고개를 돌릴 때 마다
눈이 마주치는 건
며칠 밤 내내 꿈속에 나타나
밤새 나를 괴롭히는 건
그 많은 빈자리 중에서 하필
내 옆자릴 고르는 건
나도 모르게 어느새 실없는 웃음
흘리고 있다는 건
그럼 말 다했지 뭐
우리 얘기 좀 할까
느낌이 오잖아 떨리고 있잖아
언제까지 눈치만 볼 거니
네 맘을 말해봐 
딴청 피우지 말란 말이야
네 맘 가는 그대로 
지금 내 손을 잡아
핸드폰 진동에 
심장이 덜컥내려 앉는다는 건
오 나도 모르게 
어느새 짓궂은 네 말투
자꾸 듣고 싶은걸
어떡해
저기 멀리 걸어온다
눈이 마주친다
언제까지 넌 모른척 할거니
사랑이 온거야 너와 나 말이야
네가 좋아 정말 못 견딜 만큼
그거면 된거야 
더는 생각하지 말란 말이야
네 맘 가는 그대로
느낌이 오잖아 떨리고 있잖아
언제까지 눈치만 볼 거니
네 맘을 말해봐 
딴청 피우지 말란 말이야
네 맘 가는 그대로 
지금 내 손을 잡아
그냥 내 손을 잡아
지금 내 손을 잡아",196463,21
케이시 (Kassy),사랑이야,2022-07-22,사랑해 수많은 밤이 지나도환히 빛나는 저 별처럼변하지 않을 내 사랑이야사랑할 줄 알았어널 처음 본 그날운명인 것 같았어너와 나 둘이서조금씩 조금씩아껴둔 내 마음을조심스레 난 고백할래사랑해 수많은 밤이 지나도환히 빛나는 저 별처럼변하지 않을 내 사랑이야내 맘 받아주겠니사랑해 사랑해 난 항상너뿐이야 식지 않을 사랑이야Always you are my loveLove you forever힘든 일이 있을 땐같이 울어주고지친 날엔 괜찮다손 꼭 잡아주는한걸음 한걸음다가온 너란 행운하루하루 매일 감사해사랑해 수많은 밤이 지나도환히 빛나는 저 별처럼변하지 않을 내 사랑이야내 맘 받아주겠니사랑해 사랑해 난 항상너뿐이야 식지 않을 사랑이야넌 모를 거야얼마나 내가눈물 나도록 너를사랑하는지사랑해 수많은 날이 지나도저기 뜨거운 태양처럼변하지 않을 내 사랑이야내 맘 모르겠니약속해 시간이 흘러도영원토록 식지 않을 사랑이야Always you are my loveLove you forever,8286,22
폴킴,"모든 날, 모든 순간 (Every day, Every Moment)",2018-03-20,네가 없이 웃을 수 있을까생각만 해도 눈물이나힘든 시간 날 지켜준 사람이제는 내가 그댈 지킬 테니너의 품은 항상 따뜻했어고단했던 나의 하루에유일한 휴식처나는 너 하나로 충분해긴 말 안 해도 눈빛으로 다 아니깐한 송이의 꽃이 피고 지는모든 날 모든 순간 함께해햇살처럼 빛나고 있었지나를 보는 네 눈빛은꿈이라고 해도 좋을 만큼그 모든 순간은 눈부셨다불안했던 나의 고된 삶에한줄기 빛처럼 다가와날 웃게 해준 너나는 너 하나로 충분해긴 말 안 해도 눈빛으로 다 아니깐한 송이의 꽃이 피고 지는모든 날 모든 순간 함께해알 수 없는 미래지만네 품속에 있는 지금 순간 순간이영원 했으면 해갈게 바람이 좋은 날에햇살 눈부신 어떤 날에 너에게로처음 내게 왔던 그날처럼모든 날 모든 순간 함께해,398532,23
V.O.S,미친 것처럼,2022-05-15,너는 참 못됐다나 없이도 잘 지내더라언제쯤 나도 널 잊을 수 있을까눈을 감아도 눈물이 흐르고어딜 가도 너만 보여어느새 니가 없는긴 하루가 지나간다다른 사람을 또 만나봐도니가 아님 안 되겠어울다가 또 웃다가 미친 것처럼또 보고 싶다상처 같은 널 잊어보려고아무리 애를 써도너만 보고 싶다니가 없인 아무것도 못 해니가 없는 나는 아무것도 아냐나도 참 못됐다자꾸만 또 힘이 들더라예전처럼 돌아갈 수가 있을까눈을 감아도 니가 떠오르고어딜 가도 너만 보여자주 걷던 그 길 끝 저 너머그댄 보일까요다른 사람을 또 만나봐도니가 아님 안 되겠어울다가 또 웃다가 미친 것처럼또 보고 싶다상처 같은 널 잊어보려고아무리 애를 써도너만 보고 싶다니가 없인 아무것도 못 해니가 없는 나는 아무것도 아냐그때로 돌아가 너를다시 한번만 안아볼 수 있다면나 말할 거야 사랑한다고 보고픈나의 사랑아 내게 다시 와주라다른 사람을 또 만나봐도니가 아님 안 되겠어울다가 또 웃다가 미친 것처럼또 보고 싶다상처같은 널 잊어보려고아무리 애를 써도너만 보고 싶다니가 없인 아무것도 못 해니가 없는 나는 아무것도 아냐,20688,24
주호,그 하루(feat.반하나),2022-06-08,우리 아직은 이별하긴 이른 것 같아시작도 못한 내 맘과 못다 한 내 말이아직은 네가 필요한가 봐눈뜨면 생각나는 사람그게 너라서 고마웠어그때는 왜 몰랐을까익숙해진 맘에 네 소중함을 몰랐나 봐내 하루의 시작과 끝이었던 사람그게 너라서 행복했었어많이 그리울 거야 우리 함께였던그 하루가 참 고마웠어눈뜨면 생각나는 사람그게 나라며 웃어주던네가 없는 이 하루가아직 어색해서 널 지우진 못하나 봐내 하루의 시작과 끝이었던 사람그게 너라서 행복했었어많이 그리울 거야 우리 함께였던그 하루가 참 고마웠어괜찮은 척 잘 지내볼게네가 없는 이 하루가생각보다 힘들겠지만너와 함께 했던 그날의행복했던 기억들만 간직할게내 하루의 시작과 끝이었던 사람그게 너라서 행복했어부족했던 날 많이 아껴줬던 사람그게 너라서 다행이었어많이 그리울 거야 우리 함께였던그 하루를 잊지 않을게눈부셨던 하루를 선물했던 사람우리라서 행복했어많이 그리울 거야 우리 함께였던그 하루가 참 고마웠어,15431,25
