가수명,노래제목,발매일,가사,좋아요수,순위
씨야,사랑하기 때문에 (Feat. SG워너비),2006-02-22,사랑이 떠났어 이제는 다시 볼 수 없겠지 처음 해본 사랑도 아닌데 많이 아프다 사랑이 떠나갔어 그대가 떠나갔어 나 혼자 남겨둔채 어디를 떠나갔어 이렇게 홀로 내버려두고 추억만 남기고 너 때문에 아무것도 할 수가 없는데 난 상처는 두렵지 않아 널 볼 수 없다는게 나는 더 두려워 니가 너무 그리워 그런 날 알잖아 내게 다시 돌아와 너 없이는 살 수 없어 니가 다시 돌아와 니가 날 떠난 날부터 사랑이 멈춘 날부터 기다림이 버릇이 됐어 눈물 흘릴 줄 아는데 나도 아플 줄 아는데 오늘도 이렇게 애써 웃나봐 사랑은 이별앞에서 약해지고 이별은 사랑에게 잔인해지나봐 널 잊는 것도 이별이 남겨준 내가 참아야 할 몫인가봐 가슴에 묻어둔 추억만 세어도 입술에 차오른 이름만 불러봐도 눈물이 나서 너무 그리워서 살아갈 자신 없나봐 사랑은 이별앞에서 약해지고 이별은 사랑에게 잔인해지나봐 널 잊는 것도 이별이 남겨준 내가 참아야 할 몫인가봐 가슴에 묻어둔 추억만 새어도 입술에 차오른 이름만 불러봐도 눈물이 나서 너무 그리워서 살아갈 자신 없나봐 지우고 지워도 널 잊지 못해서 버리고 버려도 가슴에 남아서 세상에 사랑할 한 사람 있다면 아파도 살아갈 이유 하나 있다면 바로 너라고 대답하고 싶어 내가 사는 이유니까 사랑하니까 ,11516,1011
XIA (준수),기억을 실어 온 바람,2022-06-15,따스한 햇살이 내리쬐는 화창한 어느 날 문득 가슴 속 깊숙이 묻어둔 네 모습 다시 떠올라 잔잔했었던 내 안에 거센 파도가 일렁이려해 기나긴 꿈에서 깨어나 나를 지나쳐간 바람에 너를 보냈었는데 돌아와버린 바람이 널 데려와 오래 숨 죽였던 내 맘을 왜 흔들어 놓는지 이제와서 나 어떡하라고 내게 이러는지 드리운 어둠에 가렸던 기억이 다시 찾아와 잊고 지냈던 모든 감정이 어느새 피어올라와 혼란스런 맘이 날 괴롭혀 나를 지나쳐간 바람에 너를 보냈었는데 돌아와버린 바람이 널 데려와 오래 숨 죽였던 내 맘을 왜 흔들어 놓는지 이제와서 나 어떡하라고 내게 이러는지 차마 난 쉽게 놓을 수 없단 걸 알기에 하루종일 너를 기다리나봐 내게 불어왔던 바람이 미운적은 없는데 너의 기억을 실어와 왜 흔들어 다신 돌아오지 말라고 전해주고 싶은데 아무 말 없이 내게 사라질까봐 두려워 난 ,3026,1012
김범수,오직 너만,2015-02-18,오직 너만 가도 가도 아는 길을 가고 있지만 누가 봐도 뻔한 사랑 하고 있지만 기다리고 기다린다 나의 사랑 그게 너여서 그게 너여서 그게 너여서 너를 향해 가는 길이 불안하지만 확신 없는 기다림도 두렵긴 하지만 사랑하고 사랑한다 내 사랑 그게 너라서 그게 너라서 내겐 오직 너만 나 오직 너만 나의 시작과 끝은 전부 너이니까 오직 너만 난 오직 너만 원해 나의 처음과 끝은 모두 너라는 사실 그게 너라서 그게 너라서 내겐 전부라서 이런 얘기 하는 나도 별 거 없지만 사랑 말고 줄 게 없어 참 미안하지만 불러보고 불러본다 내 사랑 그게 너라서 그게 너라서 내겐 오직 너만 나 오직 너만 나의 시작과 끝은 전부 너이니까 오직 너만 난 오직 너만 원해 나의 처음과 끝은 모두 너라는 사실 그게 너라서 그게 너라서 내겐 전부라서 ,27144,1013
이안,물고기자리,2004-05-06,혹시 그대가 어쩌다가 사랑에 지쳐 어쩌다가 어느 이름모를 낯선 곳에 날 혼자두진 않겠죠 비에 젖어도 꽃은 피고 구름가려도 별은 뜨니 그대에게 애써 묻지않아도 그게 사랑인걸 믿죠 저기 하늘끝에 떠 있는 별처럼 해뜨면 사라지는 그런 나 되기 싫어요 사랑한다면 저 별처럼 항상 거기서 빛을 줘요 그대 눈부신 사랑에 두눈 멀어도 돼 하늘에 박힌 저 별처럼 당신의 아픔으로 묶여 움직일 수가 없지만 난 변하지 않을테니 작은 꽃잎위에 맺힌 이슬처럼 해뜨면 사라지는 그런 나 되기 싫어요 사랑한다면 저 별처럼 항상 거기서 빛을 줘요 그대 눈부신 사랑에 두눈 멀어도 돼 하늘에 박힌 저 별처럼 당신의 아픔으로 묶여 움직일 수가 없지만 난 변하지 않을테니 비에 젖어도 꽃은 피고 구름가려도 별은 뜨니 묻지 않아도 난 알아요 그대 내 사랑인 걸 작은 꽃잎에 이슬처럼 저기 하늘끝 저 별처럼 다시 해뜨면 사라지는 내가 되기 싫어요 변하지 않을테니 ,27716,1014
BIG Naughty (서동현),낭만이라고 부르기로 하였다. (Narr. 김기현),2022-06-09,Do you believe in romance I do believe in you I keep on heading down But still waiting you I woke up in a zoo Thinking about you Dogs are barking loud I’m trying to endure  Would you pray for me Would you pray for me I would pray for you With my heart 한 아이가 있었다 그 아이에게는 좋아하는 사람이 있었다 그 아이는 그녀에게 모든 것을 내어주었다 그가 쓰는 시와 노래는 모두 그녀를 위한 그녀가 주인공인 이야기들 뿐이었다 Would you lie for me Would you try it for me Say you needed me once Otherwise 시간이 지나고 겁 없이 삼켰던 사랑에 탈이 난 남자는 감정을 혼자 씹어 삼키는 법마저 잊은 채 다시 영락없는 아이가 되었다 Would you die for me Would you cry for me I would die for you Swear on my life Would you die for me Would you cry for me I would cry for you With all my heart 이유 모를 감정의 풍요 그는 끝내 마침표를 채워 넣었다 그리고 그는 홀로이 못다 한 이야기들을 비운다 하지만 그의 이야기의 주인공은 여전히 그녀이다 나는 이걸 낭만이라고 부르기로 하였다.,7036,1015
지아,그대만 보여요 (Feat. BigBang T.O.P),2008-07-14,하루 지나가고 또 하루가 가면 그댈 잊은 줄 알았는데 아프고 아파도 밤을 새워봐도 생각 나는 건 다 그대 뿐 한걸음을 가고 또 한걸음 가면 나를 찾을 수 없을까봐 그 자리에서 그댈 기다리는 내 사랑이 미워져요 가슴이 죽을만큼 힘든 걸 아나봐요 자꾸 그대의 흔적들을 찾아요 눈을 감아도 그대만 보이네요 나 잊을 수 없나봐요 떠난 사랑이라 그댄 변한 사람 이라 함부로 말은 안할래요 상대 하기 조차 아깝네요 듣고 있는가 알고 있는가 혼자서 매일 끙끙 앓고 있는 밤 습관에서 부터 지워 내 새하얗게 이제 내가 보기엔 니가 더 나약해 눈물을 감추고 추억을 삼켜도 다시 내 가슴에 남아서 그대 이름만 다시 부르게 돼 나 어쩔 수 없나봐요 가슴이 죽을만큼 힘든 걸 아나봐요 자꾸 그대의 흔적들을 찾아요 눈을 감아도 그대만 보이네요 나 잊을 수 없나봐요 천 번을 더 웃고 또 울더라도 그대 하나만 사랑하며 살게요 사랑이 날 울려도 괜찮아요 그 추억이 남았으니 다 지워봐도 이제 내 맘에 아픔만 남아 눈을 감아도 입을 막아도 그대만 보여요 가슴이 죽을만큼 힘든 걸 아나봐요 자꾸 그대의 흔적들을 찾아요 눈을 감아도 그대만 보이네요 나 잊을 수 없나봐요 내 두 눈에 눈물이 닳아서 그대 기억될 시간이 다 지나면 우리 좋았던 추억만 간직해요 난 그걸로 행복해요  ,16269,1016
매드클라운,My Love is Pain,2022-03-16,제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 착한 얼굴 하고서 마치 날 악당을 보는 것 같이 너의 맘속에 가시가 박혀 널 잡지 못해 꺾여버린 장미 난 피를 볼 준비됐어 그게 아니면 뭐가 더 필요할까 마지막까지 내가 미친놈인 거야 날 벗어나려 하는 너를 붙잡아 나를 봐 아직도 할 말을 찾지 못했어 구멍이 나버린 네 말투에서 나를 찾기엔 이젠 너무 늦었어 나의 말끝에 붙어 변명은 됐어라는 말 넌 반으로 접어 내 마음 근데 난 아직 너를 떠날 수 없는데 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 My Love Is Pain Love Is Pain What Can I Say Love Is Pain What Can I Say 난 겁이 나 네가 없는 이 밤을 견뎌낼 수 있을까 예전이나 지금이나 어린애같이 굴어 이건 병이야 네가 버릇돼 넌 학을 뗐지만 너의 쪽으로 나 걸을게 넌 대체 어디 있기에 만남이 우릴 피해 혼자 남은 말끝엔 고통 없는 이별이 어딨어 과걸 따라간 내 모습이 웃기다가도 눈물 참았어 멀리 떠나갔네 나 여기에 내려두고 갈래 가지고서 떠나버리기에는 My Love Is Pain 나 여전히 똑같애 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 내가 찾을 수 없는 곳으로 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 내가 사는 동안에 가슴속에 너를 안고 멈춰진 시간 속을 살아갈게 제발 나를 떠나가 내가 널 아프게 할 테니까 나의 품을 벗어나 날 만나기 전으로 돌아가 이 사랑은 내가 새겨둘게 이 사랑은 내가 기억할게 My Love Is Pain Love Is Pain What Can I Say My Love is Pain Love Is Pain What Can I Say ,7018,1017
포맨 (4MEN),Baby Baby,2010-03-04,이유를 몰랐어 왜 내가 변했는지 한참 생각했어 너와 나 만난 이후로 나 변한 것 같아 아주 많이 말이야 이 노래 들리니 oh 니가 너무 고맙잖아 oh babe 니가 너무 예쁘잖아 oh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말 ooh babe 하루가 지나고 하루가 지나고 또 다시 만나고 그러다 헤어지고 또 다시 만나게 되고 너무 좋은거야 마냥 웃기만 해 이런 내가 보이니 ooh babe 니가 너무 고맙잖아 oh baby 니가 너무 예쁘잖아 ooh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말 내 하루하루가 너무 행복해서 oh baby 이런 날이 끝나지 않길 모든 게 다 변하지 않길 ooh 니가 너무 고맙잖아 oh baby 니가 너무 예쁘잖아 ooh yeh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말 ,40586,1018
백아연,사랑인 듯 아닌 듯,2016-09-21,어쩌면 어쩌다 말하지 못한 감춰놓은 비밀이 있어 어디서 어떻게 시작된 건지 기억 못해도 너를 향해있어 너도 나와 같은 생각을 하고 있는지 그게 제일 궁금해 지금도 난 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 니 곁에 니 옆에 내가 있는데 왜 넌 모른 척 나를 피해가니 들켜버릴까봐 가슴을 치고 있었어 두근거리는 이 심장소리 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 우리 서로 멀리 돌아온 만큼 널 사랑하고 싶은데 저 파란 하늘 위로 내 마음을 고백해볼까 숨겨왔던 내 사랑을 I love you 사랑인 듯 아닌 듯 헷갈려 한다면 지금 나를 안아줘 고민없이 가슴이 뛴다면 사랑이 맞아 그땐 고백해줄래 너도 바로 나라고 ,38962,1019
투모로우바이투게더,Trust Fund Baby,2022-05-09,"빛이 나는 spoon 내게는 남 얘기 누군가의 꿈 이미 다 가진 그들의 삶 속엔 없는 game over  원하면 뭐든 지킬 수 있겠지 나완 다르니 그게 한 평의 방이 됐든 꿈이 됐든 사랑이든 oh  I can't be a lover 이 세계의 charge A bit too much I might lose again, 이 game  I’ll never be a trust fund baby, no 그 삶이 내 거면 왜 안 되는 걸까? 빈 wallet 그보다 더 비어버린 마음의 이름은 Lover with no $ dollar sign I’ll never be a trust fund baby, no I wish everything's a lie 훔친 hunnit bands 더 비참해질 뿐 주인은 못 돼 패배자를 위한 낙원 따윈 구원 따윈 물론 없어  Yeah, I know I know I'm not like them 더하고 곱해봐도 잘 안돼 그 어떤 수도 0인 내겐 I'm nothing 살 수 없는 걸  I’ll never be a trust fund baby, no 그 삶이 내 거면 왜 안 되는 걸까? 빈 wallet 그보다 더 비어버린 마음의 이름은 Lover with no $ dollar sign I’ll never be a trust fund baby, no I wish everything's a lie I’ll never be a trust fund baby, no I wish everything's a lie",22772,1020
엠씨더맥스 (M.C the MAX),별,2003-12-11,아무말 없이 이별을 준비 했나요 그대 마음 지금쯤 얼마나 아플지 눈물이 흘러요 힘들었나요 나와 함께 했던 날이 내 모든걸 버려요 미련한 마음에 그대를 알지 못한 나예요 언제나 내게 미소만을 보이던 그대 비가 되어 내리던 날 아무것도 할 수 없는 바보같은 날 원망도 했지만 떠나는 그대여 사랑했던 좋은 기억만 가지고 가주기를 지워지기 위한 이별은 아닐테니 같은 하늘아래 더이상 함께 할순 없어도 행복하기를 다만 잊지 말아요 나예요 그댈 위한 사람 함께한 많은 시간들이 가슴에 남아 비가 되어 내리던 날 떠나버린 그대를 더 붙잡지 못한 내 못난 사랑이 너무나 미워서 사랑했던 좋은 기억만 가지고 가주기를 잊혀지기 위한 이별은 아닐테니 같은 하늘 아래 더이상 둘이 될 순 없어도 행복하기를 다만 잊지 말아요 나예요 그댈 위한 사랑 웃으며 안녕 그걸로 족해요 내 사랑은 그대 뿐이죠 ,27833,1021
