가수명,노래제목,발매일,가사,좋아요수
경서예지,사실 나는 (Feat.전건호),2020-04-12,그땐 우리 둘 다 철없이 어리기만 했나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 매일 너만 기다렸어 행복한 시간뿐이었어 너에게 받은 만큼 잘해주지 못해서 미안해 사실 나는 니가 보고 싶어 겉으로는 티 안 나게 사람들과 웃곤 해도 정말 많이 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 아직 니 생각뿐이야 그땐 나도 너무 어려서 사랑을 몰랐나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 나도 너만 기다렸어 꿈같던 시간뿐이었어 너에게 사랑 주는 게 그렇게 좋았었어 사실 나도 많이 보고 싶어 겉으로는 티 안 나게 사람들과 어울려도 정말 니가 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 모두 되돌리고 싶어 더 잘해주고 아껴줬다면 내 곁에 있을까 헤어지기 전으로 돌아간다면 좀 더 노력하고 애쓸 텐데 이렇게 아플 걸 알면 절대 놓지 않을 텐데 정말 잘해줄 텐데 혹시 너도 그리웠다면 조금 니 맘도 내 맘과 같은 마음뿐이라면 당장 달려가 널 안고서 말하고 싶어 아직은 널 지우지 못한다고 널 보내기는 싫다고 후회하기는 싫다고 돌아와 줄래 나에겐 너뿐이라고 내겐 ,94210
임영웅,사랑은 늘 도망가,2021-10-11,눈물이 난다 이 길을 걸으면 그 사람 손길이 자꾸 생각이 난다 붙잡지 못하고 가슴만 떨었지 내 아름답던 사람아 사랑이란 게 참 쓰린 거더라 잡으려 할수록 더 멀어지더라 이별이란 게 참 쉬운 거더라 내 잊지 못할 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 바람이 분다 옷깃을 세워도 차가운 이별의 눈물이 차올라 잊지 못해서 가슴에 사무친 내 소중했던 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 기다림도 애태움도 다 버려야 하는데 무얼 찾아 이 길을 서성일까 무얼 찾아 여기 있나 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 잠시 쉬어가면 좋을 텐데 ,169270
노형돈,이별을 통보받은 날,2021-10-11,그냥 똑같이 너를 만나서 그냥 평소와 같은 곳에 가서 이별을 통보받은 그날 나는 어떤 말을 해야 했을까 그날 똑같이 예쁜 얼굴로 그날 처음 만난 네 모습 그대로 사랑을 끝내자는 네 말 나는 어떤 말을 해야 했을까 아직 사랑한단 말도 서투른데 아직 끝내기엔 너무 많이 이른데 너를 만나서 너를 알아서 내가 참 많이 행복했었는데 이제 헤어진다는 걸 알면서 이제 보내줘야 하는 걸 너무 잘 알면서 너를 보내며 나를 달래며 혼자 널 잡을 말을 생각해 니 맘 몰라줬던 나를 탓하며 니 말 모른 척했던 그때를 탓하며 이별을 준비 못 한 내가 네게 어떤 말을 해야 했을까 아직 사랑한단 말도 서투른데 아직 끝내기엔 너무 많이 이른데 너를 만나서 너를 알아서 내가 참 많이 행복했었는데 이제 헤어진다는 걸 알면서 이제 보내줘야 하는 걸 너무 잘 알면서 너를 보내며 나를 달래며 혼자 널 잡을 말을 생각해 미안 미안 ,444
이예준,사랑이 아니었다고 말하지 마요,2022-01-09,소중한 건 금방 달아날 것만 같아 너를 지우면 그게 나이긴 한 걸까 나의 어제이고 오늘인 너는 아파 눈 감으면 네 생각이 나 사랑했던 모든 날이 좋았어 어쩌려고 내가 너를 놓았을까 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 덜컥 네 생각에 참아왔던 마음이 손쓸 틈 없이 쏟아져 내려 오늘도 구름 낀 하늘 비가 올 것만 같아서 난 하염없이 네 생각이 나 바보처럼 아껴왔던 마음이 지칠 만큼 오늘따라 조금 벅차 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 내일의 너에게 난 어떻게 그려질까 점점 선명해질까 아님 잊혀져갈까 손 내밀면 닿을 것 같은 그때의 기억 늘 그리워서 모든 시간이 너로 가득했어 아련한 꿈처럼 소중하고 또 애틋한 우리의 그때를 사랑이 아니었다 말하지 말아요 ,27077
이예준,그날에 나는 맘이 편했을까,2020-12-03,늘 똑같은 일로 싸우다 지친 우리 끝날 때 됐나 봐 너답지 않던 모습 더는 지켜보기 힘들었어 다시 주워 담기 힘든 말들 쏟아내고 집에 돌아왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 니가 가장 듣기 싫어했던 얘기들만 뱉어내고 왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 상처받았다고 말하지 말아줘 나를 더욱더 사랑해줬더라면 아니 처음부터 만나지 말았다면 행복했을까 정말 널 미워해서 이랬을까 이렇게까지 해서라도 우릴 되돌리고 싶었는데 나를 떠나는 이유가 너는 필요했던 거니까 내가 그 이유를 만들어줄게 미안한 마음들 갖지 않도록 ,82983
신예영,우리 왜 헤어져야 해,2019-11-20,이런 말 하기까지가 참 어려워서 그대를 보낼 준비가 되질 않아서 아프고 또 아파서 이젠 무뎌진 걸까 나의 욕심인가 봐 서운한 말을 하는 게 너무 미안했어 그토록 바라고 또 바랬던 서롤 볼 수 없을까 봐 그랬나 봐 내가 헤어지고 나서야 궁금해진 말 우리 왜 헤어져야 해 혹시 내가 잘못 한 게 있다면 한 번 더 내게 기회를 준다면 내가 더 노력할게 네가 싫어하던 행동도 다신 하지 않을게 돌아와 나를 꼭 안아줘 마음이 변한 거라면 솔직했음 해 내가 좀 구차해지면 다 잊혀질까 널 다시 외면하고 지낼 수 있을까 원래 없었던 것처럼 나 정말 나는 헤어지기 싫어 네가 너무 보고파 네가 자꾸 생각나 내게 돌아와 줘 그때 널 붙잡지 못했던 나를 용서한다면 돌아와 나를 꼭 안아줘 많이 사랑하나 봐 비참해진 나지만 이렇게라도 해서 널 다시 만날 수 있게 되면 너무 밉다고 그냥 네게 안겨서 왜 이제서야 돌아왔냐고 울고불고 소리칠 텐데 나는 헤어지기 싫어 하고 싶은 말이 많은데 혼자 두고 가지 말라고 네 손을 붙잡아도 끝을 혼자 정해버리고 왜 날 두고 떠나가 다신 보지도 않을 사람처럼 아직 헤어지기 싫어 네가 아직 좋아서 찢어질 듯 아파와 그런 말 하지 마 내가 잘못 한 게 있다면 내가 미안하다고 제발 날 떠나지 말아 줘 ,126750
#안녕,해요 (2022),2022-06-07,그녀와 나는요 그땐 참 어렸어요 많이 사랑했고 때론 많이 다퉜었죠 지금 생각하면 모두 내 잘못이죠 마지막 그날도 그녀는 울었어 나는 그녈 잡지 못했죠 지금까지도 너무 후회가 돼요 그 후로 누굴 사랑한 적 없어 아직은 그녀와 나는요 언젠가 만날 거죠 변해버린 모습 변해버린 시간 속에 하지만 괜찮아 내 눈엔 아름답던 예전 모습 그대로 일 거예요 그녀도 날 못 잊을 거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 언제라도 그녀도 날 못 잊을 거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 내가 매일 기다린다고 ,19112
유주,날 떠나지마,2018-08-13,날 떠나지마 오늘 네 생각이 나 매일 밤 네 뒤에서 못 본 척하며 지냈어 너를 볼 수 있다면 다시 볼 수 있다면 그때 못 본 척 한 또 그런 일은 없을 것 같아 빈 잔이었다면 내가 가득 채울게 아름답던 날 그 모습까지 기억이 없다면 내게 바랬던 기억도 함께 지워줘 잊을 수 있게 기다려 떠나지마 오늘 네 생각이 나 매일 밤 네 뒤에서 못 본 척하며 지냈어 너를 볼 수 있다면 다시 볼 수 있다면 그때 못 본 척 한 또 그런 일은 없을 것 같아 진심이였다면 내가 노력해볼게 아름다울 날 그 모습까지 미련이 없다면 내게 말했던 약속도 모두 지워줘 잊을 수 있게 나의 곁에 있어줘 매일 널 기대하며 오늘도 네 뒤에서 괜찮은 척 난 지냈어 내가 할 수 있다면 너를 볼 수 있다면 내가 못 했던 말 그런 말을 전하고 싶었어 너를 사랑해서 너를 사랑해서 내가 혼자였던 밤이 지나면 날 안아줘 이제 돌아와 줘 그때가 그리워서 너를 사랑해서 너를 사랑해서 매일 밤 널 생각해 ,390
선예,대낮에 한 이별,2022-02-04,마지막 인사를 주고받고 엉엉 울면서 서로를 한 번 꽉 안아 보고서 잘해준 게 하나도 없어 맘이 아프다며 서로의 눈물을 닦아 주었어 시간이 한참 지나고 나서 괜찮아지면 그때 친구로 다시 만나서 서로의 곁에 있어주잔 말을 남기고서 마지막으로 한 번 안아봤어 햇살이 밝아서 햇살이 아주 따뜻해서 눈물이 말랐어 생각보단 아주 빨리 죽을 것 같아서 정말 숨도 못 쉬었었어 근데 햇살이 밝아서 햇살이 밝아서 괜찮았어 헤어지기 직전에 그만 참지를 못하고 아주 바보 같은 질문을 했어 우리 혹시 헤어지지 않으면 안 되냐고 이제 얘기를 다 끝낸 후인데 그러자 너도 바보같이 대답을 못하고 멍하니 나만 바라보고 있어 우린 알고 있어서 너무 잘 알고 있어서 헤어지기가 너무 두려운 거야 햇살이 밝아서 햇살이 아주 따뜻해서 눈물이 말랐어 생각보단 아주 빨리 죽을 것 같아서 정말 숨도 못 쉬었었어 근데 햇살이 밝아서 햇살이 밝아서 괜찮았어 햇살이 밝아서 아픔을 잊을 수 있었어 햇살이 밝아서 눈물을 멈출 수 있었어 햇살이 밝아서 하늘이 너무 고마웠어 햇살이 밝아서 햇살이 밝아서 괜찮았어 괜찮았어 ,12671
자신,보내야 할 때 보내지 못했어,2020-10-21,아직 너의 번호를 외우듯이 시간이 흘러도 여전한 추억 지우지 못한 한 사진 속 웃고 있는 우리가 예쁘다 처음 꽃을 선물하던 그날과 우리 처음 손 꼭 잡던 그날이 그렇게 아름답던 오래된 이야기가 이젠 너무 아픈 기억들로 남아 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 우리 걷던 집 앞의 골목길 너 떠난 지 사계절이 지나 이젠 너 없이 혼자인 게 더 익숙한 난데 오늘따라 너무 보고 싶은 밤이야 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 달이 지면 해가 뜨듯이 계절이 바뀌면 꽃이 피고 지듯이 언젠가 네 꿈을 꾸지 않게 될까 보고 싶어 하지 않는 날도 올까 만약은 없다지만 만약에 말이야 우리 서로 조금 더 솔직했더라면 쓰다듬으며 잠들고 웃으며 깨워주던 그런 하루가 여전했을까 사실은 돌아가고 싶어서 ,616
HYNN (박혜원),시든 꽃에 물을 주듯,2019-03-31,아무말도 아무것도 여전히 넌 여기 없고 널 원하고 널 원해도 난 외롭고 꽃이 피고 진 그 자리 끝을 몰랐었던 맘이 깨질 것만 같던 그때 우리 음 시든 꽃에 물을 주듯 싫은 표정조차 없는 결국엔 부서진 여기 우리 음 다 잊었니 말없이 다 잊었니 사랑한단 말로 날 가둬둔 채로 넌 잊었니 난 잊지 못하나봐 바보처럼 기다려 난 오늘도 어쩌다 이렇게 됐지 너무 예뻤잖아 둘이 매일 설레였지 그때 우린 음 시든 꽃에 물을 주듯 싫은 표정조차 없는 결국엔 부서진 여기 우리 다 잊었니 말없이 다 잊었니 사랑한단 말로 날 가둬둔 채로 넌 잊었니 난 잊지 못하나봐 바보처럼 기다린 바보처럼 빈 자릴 붙잡는 나 차라리 다 끝났다고 말해줘 이기적인 그 침묵에 또 나만 바보처럼 미련한 내가 미워 아무말도 아무것도 여전히 넌 여기 없고 널 원하고 널 원해도 난 지쳐가 ,204701
노형돈,끝날,2015-05-07,함께한 시간들 그 기억들 이젠 추억이 될 노을진 거리의 바람처럼 잠시 스쳐갔던 이젠 괜찮아요 정말 후회하지 않아요 추억이 될테니까 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 이젠 괜찮아요 정말 후회하지 않아요 추억이 될테니까 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 ,71
