가수명,노래제목,발매일,가사,좋아요수,앨범사진,songId,순위
엠씨더맥스 (M.C the MAX),어김없이,2016-01-28, 아무렇지 않은 듯이  그렇게 천천히 잊어보려 해 붙잡고 싶지만 그대의 마음이 다른 곳으로 흘러서 애를 써 봐도 매달려도 달아나잖아 돌아서는 그대 뒷모습마저 두 눈에 담아 어김없이 터져버린 눈물이 마음이 그대에게 전해져 가기만을 한없이 잊어도 언젠가 그때의 우리를 기억하길 바래 붙잡고 싶지만 그대의 마음이 다른 곳으로 흘러서 애를 써 봐도 매달려도 달아나잖아 돌아서는 그대 뒷모습마저 두 눈에 담아 어김없이 터져버린 눈물이 마음이 그대에게 전해져 가기만을 한없이 잊어도 언젠가 그때의 우리를 기억하길 바래 언제나 힘들면 여기 내 곁에 돌아와 변함없이 기다린 그대만을 바라는 내게로 멈춰진 시간 속에 그대가 우리가 그때 그 모습 그대로 남아서 잊혀 지지 않게 부르는 하모니 그대에게도 들리기를 멀리 흩어지는 그대  ,45653,https://cdnimg.melon.co.kr/cm/album/images/026/64/299/2664299_500.jpg/melon/resize/282/quality/80/optimize,8033532,1011
이안,물고기자리,2004-05-06, 혹시 그대가 어쩌다가 사랑에 지쳐 어쩌다가 어느 이름모를 낯선 곳에 날 혼자두진 않겠죠 비에 젖어도 꽃은 피고 구름가려도 별은 뜨니 그대에게 애써 묻지않아도 그게 사랑인걸 믿죠 저기 하늘끝에 떠 있는 별처럼 해뜨면 사라지는 그런 나 되기 싫어요 사랑한다면 저 별처럼 항상 거기서 빛을 줘요 그대 눈부신 사랑에 두눈 멀어도 돼 하늘에 박힌 저 별처럼 당신의 아픔으로 묶여 움직일 수가 없지만 난 변하지 않을테니 작은 꽃잎위에 맺힌 이슬처럼 해뜨면 사라지는 그런 나 되기 싫어요 사랑한다면 저 별처럼 항상 거기서 빛을 줘요 그대 눈부신 사랑에 두눈 멀어도 돼 하늘에 박힌 저 별처럼 당신의 아픔으로 묶여 움직일 수가 없지만 난 변하지 않을테니 비에 젖어도 꽃은 피고 구름가려도 별은 뜨니 묻지 않아도 난 알아요 그대 내 사랑인 걸 작은 꽃잎에 이슬처럼 저기 하늘끝 저 별처럼 다시 해뜨면 사라지는 내가 되기 싫어요 변하지 않을테니  ,27743,https://cdnimg.melon.co.kr/cm/album/images/000/34/606/34606_500.jpg?b067e66e331ce5405ef7d1f677dbf166/melon/resize/282/quality/80/optimize,524216,1012
솔지,오늘따라 비가 와서 그런가 봐,2020-07-09, 비가 와 비가 와 비 냄새 가득한 이런 날 한동안 늘 이럴 것 같아 축 처진 채 멍하니 비 따라 쏟아져 내리는 너와의 기억들 속엔 좋았던 일만 가득 담겨 있나 봐 정말 오늘따라 비가 와서 그런가 봐 콕 집어 보고 싶어진 것도 아니야 딱히 네가 그리워진 것도 아니야 그냥 기분이 좀 그래 지금 이 마음을 어떻게 설명할까 그때의 우리가 정말 너무나 좋아 보여서 그래 조금 먹먹할 뿐이야 뭔가 좀 찌뿌둥한 기분에 애써 눈을 뜨면 오늘도 날이 흐려 흠뻑 비가 올 것만 같아 무심코 열어본 사진첩 속에 환히 웃고 있는 우리 모습이 어색하기만 해 정말 오늘따라 비가 와서 그런가 봐 콕 집어 보고 싶어진 것도 아니야 딱히 네가 그리워진 것도 아니야 그냥 기분이 좀 그래 지금 이 마음을 어떻게 설명할까 그때의 우리가 정말 너무나 좋아 보여서 그래 이 비 따라 잠시나마 우리 참 좋았던 그때로 이 마음 찾아가면 함께 조금만 머물러 줄래 아마도 비가 내리는 날이면 난 오랫동안 네 생각이 날 것 같아 울고 웃었던 우리의 추억이 참 예쁘잖아 정말 그냥 조금 울적한 기분일 뿐이야 그때로 돌아가고 싶진 않아 하루 종일 멍하고 조금 먹먹할 뿐이야  ,29831,https://cdnimg.melon.co.kr/cm2/album/images/104/58/463/10458463_20200709151132_500.jpg?09e7bd8913c237d9396cc5edd10ac68e/melon/resize/282/quality/80/optimize,32764095,1013
CHEEZE (치즈),좋아해 (bye),2017-02-20, 문득 생각났어 너의 그 웃음이 익숙했던 너의 그 향기가 언제부터인지 낯설게 느껴져 마음이 붕 뜨네 문득 생각이 났어 널 처음 봤을 때 날 보던 네 눈빛에 움직일 수 없었던 순간이 왜였는지 이제 알겠어 한동안 잠 못들었어 머릿속 너가 들어 앉아 있는 그 자리가 어색해서 널 보고 싶단 말이 나와 널 사랑하고 있진 않을까 눈을 마주치면 터질듯한 마음 네겐 들키고 싶지 않은데 널 좋아한단 말이 나와 널 사랑하고 있진 않을까 눈을 마주치고 하고 싶었던 말 네게 언제쯤 전할 수 있을까 문득 생각이 났어 널 처음 봤을 때 날 보던 네 눈빛에 움직일 수 없었던 순간이 왜였는지 이제 알겠어 한동안 잠 못 들었어 머릿속 너가 들어 앉아 있는 그 자리가 어색해서 널 보고 싶단 말이 나와 널 사랑하고 있진 않을까 눈을 마주치면 터질듯한 마음 네겐 들키고 싶지 않은데 널 좋아한단 말이 나와 널 사랑하고 있진 않을까 눈을 마주치고 하고 싶었던 말 네게 언제쯤 전할 수 있을까  ,99082,https://cdnimg.melon.co.kr/cm/album/images/100/39/891/10039891_500.jpg?92db95b0529caa04b067619ceeec7dd2/melon/resize/282/quality/80/optimize,30259844,1014
로시 (Rothy),겨울..그다음 봄,2022-02-24, 쿵 넘어지면 그대로 누워버리고 하늘을 봐 덕분에 별들을 보네 아픈 것도 잊네 혹 비가 내려 온몸이 젖어버리면 난 춤을 춰 도망갈 이유가 없어 언젠가는 그쳐 이 세상의 간단한 순서처럼 겨울 그다음 봄 난 조금 더 날 믿어볼래 셀 수도 없는 별 중에 굳이 나는 여기 살아있기에 왠지 모든 게 힘들어지면 쉬운 거 하나 믿을래 우연히 태양이 있는 게 아냐 so am I 길 고양이가 왜인지 보이지 않아 잘 지내니 뒤늦게 이름을 준다 기억할 수 있게 너의 살아있음이 위로였어 이 말 해줄걸 난 조금 더 날 믿어볼래 셀 수도 없는 별 중에 굳이 나는 여기 살아있기에 왠지 모든 게 힘들어지면 쉬운 거 하나 믿을래 우연히 태양이 있는 게 아냐 모든 것은 결국 지나간다는 어른들의 얘기처럼 밤 그다음엔 아침이란 걸 거기에 답이 있는데 그걸 믿는 게 참 쉽지가 않아 But I 그럴 땐 나를 믿을래 그 모든 걸 버텨준 날 또 누군가의 위로일지도 모를 나를 그런 내게 누군가 기대올 수 있게 또 가장 어두운 밤을 지나 저기 태양이 온다  ,12658,https://cdnimg.melon.co.kr/cm2/album/images/108/78/340/10878340_20220223165248_500.jpg?da7b32c278b1d0b9d3d5be42e77cf0ee/melon/resize/282/quality/80/optimize,34687714,1015
알리 (ALi),얼마나 아파야 잊을까요,2022-07-10, 나보다 사랑한 너를 억지로 꺼낼 수 없어 계절이 변해가듯이 그래 잠잠히 잊혀 지기를 참 많이 쌓인 우리의 날들이 왜 나를 붙잡아 얼마나 아파야 잊을까요 지울까요 Oh 얼마나 울어야 우리 처음 만났던 그날까지 잊을까요 마지막 인 것 같아서 전부를 줘버린 사랑 남은 게 하나도 없어 나는 심장을 꺼내 준 사랑 참 많이 쌓인 우리의 날들이 왜 나를 붙잡아 얼마나 아파야 잊을까요 지울까요 Oh 얼마나 울어야 우리 처음 만났던 그날까지 잊을까요 두번 다시 사랑을 못할 것 같아 I know I know 잊지 못할 것 같아 너를 너를 우우우 우우우 잊지못해 잊지못해 Oh 얼마나 울어야 우리 처음 만났던 마음으로 돌아올까  ,788,https://cdnimg.melon.co.kr/cm2/album/images/110/00/009/11000009_20220708142810_500.jpg?a01f800f7e88d832f66f1d117dd0fe13/melon/resize/282/quality/80/optimize,35382383,1016
노을,문득,2020-03-12, 무심코 울린 알람 소리가 이른 새벽에 잠을 깨워 딱히 할 일도 없는 내 하루인데 모두가 잠이 든 시간 연락할 사람도 없고 뜬 눈으로 그저 밤을 새다보니 얼마 전 헤어져 이런 건지 가장 길게 만나서인지 하고 싶었던 말이 맘에 남아선지 후회 같은 건 아닌데 왜 이렇게 아련한지 문득 이렇게 널 생각할 때면 오늘 같은 밤이 나에겐 너무나 아파서 정말 아닌 걸 알면서도 다시 한번 그때로 돌아간다면 어제처럼 내겐 선명한 우리의 추억이 너무 그리워서 아닌 걸 알면서도 오늘 같은 밤이 오면 자주 있는 일은 아니지만 이따금씩 날 찾아오면 아무 일 없는데 괜히 외로워져 변명 같은 건 아닌데 그땐 내가 왜 그랬는지 문득 떠오른 그때의 아쉬움들이 남아 오늘 같은 밤이 나에겐 너무나 아파서 정말 아닌 걸 알면서도 다시 한번 그때로 돌아간다면 어제처럼 내겐 선명한 우리의 추억이 너무 그리워서 아닌 걸 알면서도 오늘 같은 밤이 오면 생각보다 두려워서 지금의 우릴 마주하는 게 아직도 난 그 자리에서 멈춰서 있는 채로 널 너를 사랑하고 있나 봐 아직도 그때의 내 모습을 떠올리면 지금 내겐 볼 수 없는 표정이 보여서 마주할 수 없는 내 맘과 기억 속 너에게 단 한 번 만 용기를 내고 싶어 그럴 때가 있잖아 문득  ,34496,https://cdnimg.melon.co.kr/cm2/album/images/104/02/134/10402134_20200312152533_500.jpg?9dafbf17030b5560cd128f3dbabed62b/melon/resize/282/quality/80/optimize,32455938,1017
포맨 (4MEN),Baby Baby,2010-03-04, 이유를 몰랐어 왜 내가 변했는지 한참 생각했어 너와 나 만난 이후로 나 변한 것 같아 아주 많이 말이야 이 노래 들리니 oh 니가 너무 고맙잖아 oh babe 니가 너무 예쁘잖아 oh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말 ooh babe 하루가 지나고 하루가 지나고 또 다시 만나고 그러다 헤어지고 또 다시 만나게 되고 너무 좋은거야 마냥 웃기만 해 이런 내가 보이니 ooh babe 니가 너무 고맙잖아 oh baby 니가 너무 예쁘잖아 ooh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말 내 하루하루가 너무 행복해서 oh baby 이런 날이 끝나지 않길 모든 게 다 변하지 않길 ooh 니가 너무 고맙잖아 oh baby 니가 너무 예쁘잖아 ooh yeh 눈을 뗄 수가 없어 내 눈엔 너만 보여 너만 계속 바라보고 싶잖아 난 oh 정말  ,40604,https://cdnimg.melon.co.kr/cm/album/images/008/17/051/817051_500.jpg/melon/resize/282/quality/80/optimize,2596149,1018
이문세,사랑이 지나가면,1987-01-01, (1절) 그 사람 나를 보아도 나는 그 사람을 몰라요 두근거리는 마음은 아파도 이젠 그대를 몰라요 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면 그렇게 보고 싶던 그 얼굴을 그저 스쳐 지나며 그대의 허탈한 모습 속에 나 이젠 후회 없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면  (2절) 그렇게 보고싶던 그얼굴을 그저 스쳐 지나며 그대의 허탈한 모습속에 나 이젠 후회없으니 그대 나를 알아도 나는 기억을 못합니다 목이 메어와 눈물이 흘러도 사랑이 지나가면  사랑이 지니가면   ,21281,https://cdnimg.melon.co.kr/cm/album/images/000/06/581/6581_500.jpg/melon/resize/282/quality/80/optimize,48560,1019
환희,가슴 아파도,2005-05-25, 오늘 하루도 열두번도 더 내 마음이 다녀오네요 그대가 내게 위험하대도 이젠 멈출 수가 없어요 종일 그려도 내일에 쓸 그리움 어제처럼 다시 남아서 가슴 아파도 나 이렇게 웃어요 내 눈이 행복한 건 처음이니까 삼킨 눈물에 맘이 짓물러가도 그대라면 난 괜찮아요 외로울수록 눈물날수록 알 수 없는 힘이 생겨요 슬픔에 지치면 미움에 다치면 그댈 잃을지도 몰라요 알고 있나요 내 기다림이 훨씬 삶보다 더 길다는 것을 가슴 아파도 나 이렇게 웃어요 내 눈이 행복한 건 처음이니까 삼킨 눈물에 맘이 짓물러가도 그대라면 난 괜찮아요 두번 다신 그댈 볼 수 없다면 아무것도 못보게 될텐데 눈을 뜨고도 감은 것처럼 어둠 속을 걷게 될 텐데 안고 싶어요 사랑하고 싶어요 내 품이 닳아 없어지는 날까지 남은 소원을 다 버려도 좋으니 내겐 단 한사람만 오직 이 한소원만 그대라면 난 감사해요  ,23953,https://cdnimg.melon.co.kr/cm/album/images/003/03/224/303224_500.jpg/melon/resize/282/quality/80/optimize,848156,1020
