가수명,노래제목,발매일,가사,좋아요수
전상근,너무 보고싶어,2021-07-25, 혼자 이별을 하고 가버리면 난 어떡하라고 너 없는 하루를 살아보고 너 없는 채로 잠들어본다 잊을 수 있다고 다짐을 해 보고 다 잊은 척 웃어도 보고 별일 아닌 듯 혼자 영화도 보고 너의 빈자릴 채워 본다 가끔 보고 싶어 견디기 힘들면 나 하루 종일 너를 찾아 헤매보고 손잡고 걷던 거리에 우두커니 서서 혹시 니가 올까 가슴 설레 본다 잘 살 수 있다고 다짐을 해 보고 태연한 척 웃어도 보고 드라마처럼 혼자 취해도 보고 널 잊으려고 하면 할수록 너무 보고 싶어 견디기 힘들어 비틀거리며 너를 또 찾아 헤매고 나란히 걷던 이 길에 나만 혼자 남아 눈물 삼키면서 너를 기다린다 날 그토록 사랑해주던 너란 사람은 어디까지 간거니 너무 보고 싶어 견디기 힘들어 오늘따라 난 니가 너무 보고 싶어 나 술에 취한 채 추억에 취한 채 비틀거리면서 너를 기다린다 다시 너를 기다린다  ,18768
장범준,잠이 오질 않네요,2020-10-24, 당신은 날 설레게 만들어 조용한 내 마음 자꾸만 춤추게 해 얼마나 얼마나 날 떨리게 하는지 당신이 이 밤을 항상 잠 못 들게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 오오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 당신이 날 힘들게 만들어 갑자기 내 마음 자꾸만 멍들게 해 얼마나 얼마나 잠 못 들게 하는지 고요한 내 마음 항상 시끄럽게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 매일 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대여 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여  ,159159
강고은,같은 시간 속 우린 여기까지인 거야,2021-07-24, 어떻게 말을 꺼 내야 할까 내 하루 속엔 없어 네가 떨어지지 않는 내 마른 입술 끝에 이 계절을 난 끝내려고 해 갇혀버린 시간 속 연기처럼 흩어져 기억 너머 점점 멀어지는 우리 내 마음이 고장 난 듯 소리쳐도 들리지 않아 넌 답을 원했고 난 줄 수가 없어 같은 시간 속 우리는 여기까진 거야 미안해 미워해 그냥 날 놓아줘 맞지 않는 퍼즐 속 조각처럼 흩어져 기억 너머 점점 멀어지는 너를 내 마음이 고장 난 듯 소리쳐도 들리지 않아 넌 답을 원했고 나는 줄 수가 없어 같은 시간 속 우리는 여기까진 거야 미안해 미워해 그냥 날 가끔은 울컥 쏟아지는 너를 참고 차가운 말들로 돌아선 이기적인 나는 상처만 주는 날들이기에 내 사랑은 망가졌고 네 마음도 듣지를 않아 항상 답을 원했고 넌 줄 수가 없어 같은 시간 속 우리는 여기까진 거야 미안해 미워해 미워해도 돼 그만 날 놓아줘  ,4482
권진아,끝,2016-09-19, 한참을 아무 말도 없었다 어색한 공기만 우릴 감싸고 있다 너는 고개를 돌린 채로 한숨만 내쉰다 내가 처음 보는 표정을 하고 서있다 차라리 화를 내지 싫어졌다고 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 그래 널 떠나 줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게 조금씩 넌 변했다 매일 오던 연락 난 기다린다 서운해 하는 날 보는 게 슬프다 넌 여기까진가 봐 끝이었나 봐 난 시작이었는데 Oh 그냥 헤어지자고 내게 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 날 위하는 척 하지마 넌 준비했잖아 그래 널 떠나줄게 내가 몰랐던 널 보는 게 아파 내가 갈게 널 보내줄게 니가 없는 하루가 사실 난 잘 그려지질 않아 그렇게 말했었잖아 내가 너의 행복이랬잖아 나 없인 살 수 없을 거라고 말했었잖아 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 이제 널 떠나줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게  ,140492
빅마마,하루만 더,2021-06-24, 하루만 더 우리 이별을 늦춘다면 어땠을까 그럴 일 없다는 걸 나는 알면서도 아직 널 보낼 수가 없나봐 한번만 나 이렇게 널 불러볼게 오늘까지만 그리워할게 끝이 보이지않아 내 사랑은 가슴깊이 이별을 남기고 새까맣게 흉터가 되어도 또 다시 너를 그리워해 내 전부인 널 단 하루만 더 너를 사랑할게 단 한순간도 못 잊어 너 없는 세상이 너무나 아파서 무너져가 다시 돌아와줘 시간에 기대어 애써봐도 이별은 왜 계속 선명해질까 잘 지내란 인사 못할 것 같아 오늘까지만 눈물 흘릴게 oh 혼자 남은 내 맘을 이해해줘 네 흔적이 그대로 남아서 내 입술이 추억을 부르고 여전히 너를 사랑한다 내 전부인 널 단 하루만 더 너를 사랑할게 단 한순간도 못 잊어 너 없는 세상이 너무나 아파서 무너져가 다시 돌아와줘 시간에 기대어 애써봐도 이별은 왜 계속 선명해질까 우리의 이별 끝에 아직도 서있어 지금도 네게 하고 픈 말 뜨겁게 널 사랑한다고 단 한순간도 못 보내 너 없는 세상이 너무나 아파 목이 메어와 정말 끝난거니 참 행복했었던 그때 우린 추억마저 사라지고 있잖아  ,58567
그리즐리 (Grizzly),달라,2017-09-21, 니가 나와 다르다는 걸 인정하는 것과는 달라 현실에 안주하려는 너와 낭만적인 삶을 살길 원하는 나 내가 다른 남자들처럼 Smart 하고 Gentle 하길 원하는 너 But 난 비가 와도 비를 맞으며 나와 함께 걸어줄 여자가 필요 한 나 넌 춤추길 원하고 난 천천히 걷기를 원하지 우린 다른 분위기를 가졌고 여태까지 그걸 몰랐어 넌 춤추길 원하고 난 천천히 걷기를 원하지 우린 다른 분위기를 가졌고 여태까지 그걸 몰랐어 도대체 우리가 왜 여기까지 오게 된 것 같아 너와 난 달라 달라 달라 달라 밤새 비를 맞으며 나 홀로 강을 거닐 때도 너와 난 달라 달라 달라 달라 도대체 왜 너와 난 달라 달라 달라 달라 도대체 왜 너와 난 달라 달라 결국 똑같애 길거리에 파는 Neckless 원치 않아 Big diamond 사랑이란 단어와 가치관을 나누기엔 너무 애매해진 우리 사이에 밝은 빛을 볼 수 있을까 우린 어디까지 온 걸까 그래 내 말을 더 이상 믿지 않아도 돼 근데 대화를 나눠버렸어 헤밍웨이 그저 자그마한 이해를 바랄 뿐 결국 우리 대화는 산을 넘어 Yellow Moon 위에 사랑은 떼쓴다고 되는 게 아니잖어 You know that 더 이상 니 입술과 맞출 수 없는 나는 이미 막을 내렸을지도 모르겠어 그냥 우린 달랐던 거야 도대체 우리가 왜 여기까지 오게 된 것 같아 너와 난 달라 달라 달라 달라 밤새 비를 맞으며 나 홀로 강을 거닐 때도 너와 난 달라 달라 달라 달라 우리가 매일 걷던 그 거리도 더 이상 생각이 안 나 우리가 매일 입 맞췄던 그 거리도 생각이 안 나  ,11086
황인욱,이별주,2019-11-01, 오늘이 지나면 널 지워야겠지 흔들리는 이 술잔이 너의 마음 같아서 아무 말 안 해도 난 알 수가 있어 오늘 넌 이별을 말할 것 같아 하필 왜 이 포장마차니 우리 처음 만났던 이 자리에서 왜 눈물 나게 해 이 술잔을 마시고 나면 넌 이별을 말할 것만 같아 제발 이러지 마 나를 떠나지 마 다 소용없는 거잖아 이 술잔을 마시고 나면 너 혼자만 끝인 거잖아 우리가 왜 헤어져야 해 이 술잔을 비우지 마 제발 하필 왜 이 포장마차니 우리 매일 만났던 그 자리에서 왜 눈물 나게 해 이 술잔을 마시고 나면 넌 이별을 말할 것만 같아 제발 이러지 마 나를 떠나지 마 다 소용없는 거잖아 이 술잔을 마시고 나면 너 혼자만 끝인 거잖아 우리가 왜 헤어져야 해 이 술잔을 비우지 마 제발 이 한잔의 술잔을 마시면 난 너 없이 살아갈 수 있을까 이제 우린 남이 되겠지 이 술잔을 마시고 나면 이 한잔에 끝낼 거라면 넌 사랑을 말하면 안 되잖아 그때 왜 그랬어 날 왜 사랑했어 어차피 남이 될 거잖아 이 술잔을 마시고 나면 너 혼자만 끝인 거잖아 우리가 왜 헤어져야 해 이 술잔을 비우지 마 제발  ,60868
사이로(415),우리 둘 사이로,2019-08-29, Forget me close your eyes Forget me close your eyes 돌아보지 않을 거야 나 이제 Forget me close your eyes Forget me close your eyes 돌아보지 않을 거야 나 이제 Forget me close your eyes Forget me close your eyes woo leak out 우리 둘 사이로 아무렇지 않을 너는 이 맘 알고 있을까 두려워 널 보낼 때가 돼버린 걸까 이제 매일 헤매이는 밤 잠들 때마다 미워지지만 괜찮아 하루에도 난 수백 번 고민해 너 없을 때에도 그날 너에게 전할 얘기가 나를 자꾸 괴롭히는 걸 내일이면 다 지워버려야지 이젠 이번에는 널 다 잊을 수 있을까 Forget me close your eyes Forget me close your eyes 돌아보지 않을거야 나 이제 Forget me close your eyes Forget me close your eyes woo leak out 우리 둘 사이로 네가 없는 나의 하루는 어떨진 몰라 근데 자꾸만 내 맘이 조금씩 나도 모르게 흘러가는 걸 그저 서롤 힘들게 굴지 않아도 되는 날에 행복하길 바래 하루에도 난 수백 번 고민해 같이 있을 때에도 지금 너에게 전할 얘기가 너를 더 아프게 하는 걸까 내일이면 다 지워낸 뒤겠지 이젠 이번에는 널 다 잊을 수 있을까 Forget me close your eyes Forget me close your eyes 돌아보지 않을 거야 나 이제 Forget me close your eyes Forget me close your eyes woo leak out 우리 둘 사이로 그날이 그립겠지만 잊을 수 없게 됐지만 이제 돌이킬 수 없는 날이 됐지만 같은 시간 속 우린 다른 하룰 그리워하며 흘러가겠지 I just wanna get away with it Forget me close your eyes Forget me close your eyes 같이 나눈 그 순간은 눈 감으면 잊혀질까 Forget me close your eyes Forget me close your eyes woo leak out 우리 둘 사이로  ,6001
이우,내 안부,2019-07-16, 내 소식 들었지 너와 헤어지고 참 많이 울고 힘들게 버티다 이해심이 많은 좋은 사람을 만나서 나는 잘 지내고 있어 그런데 이상해 아직 넌 힘들어한다는 얘길 전해 들으니 네가 좀 걱정돼 그녀에게 미안하지만 자꾸 네가 생각나 어떻게 지내 네 안부 참 궁금한데 날 잊고 행복하길 바랬는데 예쁜 사랑 하기를 바랬는데 잘해주지 못한 날 왜 잊지 못하니 들려오는 너의 안부 못 들은 척 지나갈걸 그게 안돼 지금 여자친구 힘들 때 내 곁으로 와 너의 기억을 하나씩 지워줬어 고맙게 나는 나쁜 놈인 가봐 고작 너의 안부에 가슴이 뛰고 왜 눈물이 나는 건데 날 잊고 행복하길 바랬는데 예쁜 사랑 하기를 바랬는데 잘해주지 못한 날 왜 잊지 못하니 들려오는 너의 안부 못 들은 척 지나갈걸 헤어짐을 말한 너를 미워도 하고 후회하며 지내기를 바랬어 널 잊고 행복하게 잘 살았는데 예쁜 사랑 다시 시작했는데 다 잊었다 생각하고 지내왔는데 들려오는 너의 안부에 결국 무너졌어  ,64603
MSG워너비(M.O.M),바라만 본다,2021-06-26, 내가 너라면 다 알아볼 텐데 널 위할 사람 찾아낼 텐데 지난 오랜 시간 너의 그 곁을 지켜온 나라는 걸 내가 너였다면 참 행복할 텐데 한 사람을 다 가졌으니까 둔한 바보도 눈치챌 그 사랑을 너만 왜 모르니 너를 바라만 바라만 본다 외쳐 네 이름만 부른다 보고 싶은 맘에 너를 향한 그 발걸음 네 곁을 맴도는데 오늘도 그리고 그리워하다 애써 참았던 눈물이 흘러 그저 멀리서만 바라보다 또 소리쳐 네가 보고 싶다 네가 나라면 더 참 아팠을 텐데 슬픈 역할은 내가 맡을게 웃는 모습만 보이며 살아가 줘 내가 볼 수 있게 너를 바라만 바라만 본다 외쳐 네 이름만 부른다 보고 싶은 맘에 너를 향한 그 발걸음 네 곁을 맴도는데 오늘도 그리고 그리워하다 애써 참았던 눈물이 흘러 그저 멀리서만 바라보다 또 소리쳐 네가 보고 싶다 한 걸음 더 다가갈까 더 가까이 네게 갈까 OH 어제보다 더 내일 더 널 사랑해 I’ll make you love me someday 혼자 바라고 바라만 보다 울컥 그리움이 솟는다 바보 같은 맘에 하지 못한 그 한마디 널 사랑한다는 말 얼마나 그리고 그리워해야 내 맘 너의 곁에 닿게 될까 매일 하루 종일 너의 생각에 사무쳐 너무 보고 싶다  ,179527
전상근,오늘따라 더 미운 그대가,2021-06-13, 조금은 괜찮다 생각했는데 이제는 잊혀질 때도 됐는데 아무렇지 않다가도 그대가 없단 게 아직 나에겐 어색한 걸까 벅차도록 행복했던 그때가 그리워서 추억이 녹아든 거릴 혼자 걸을 때면 자꾸만 눈앞에 그대가 선명히 보이네요 그댄 아직도 왜 내 맘속에 살고 있나요 지금 그대는 나 없이도 행복하나요 조금은 그대도 나처럼 아프긴 하나요 아직 난 이별이 서투네요 하나도 괜찮지가 않네요 오늘따라 더 미운 그대가 너무 보고 싶죠 지워보려 애를 쓰고 아무리 외면해도 추억은 더욱 아름답게 짙어져 가네요 견뎌온 시간만큼 더욱더 아픔이 커지네요 그댄 아직도 왜 내 맘속에 살고 있나요 지금 그대는 나 없이도 행복하나요 조금은 그대도 나처럼 아프긴 하나요 아직 난 이별이 서투네요 하나도 괜찮지가 않네요 오늘따라 더 미운 그대가 너무 보고 싶죠 달랠 길 없는 이 마음을 어떡하나요 난 아직도 그댈 사랑하는데 지금 그대는 이런 나를 알고 있나요 하루하루를 추억 속에 살고 있네요 아직 난 모든 게 서투네요 괜찮지가 않아요 오늘따라 더 미운 그대가 너무 보고 싶죠 오늘따라 행복할 그대가 너무 미워요  ,25853
윤토벤,서툰 이별을 하려해 (Feat.전상근),2019-08-01, 우리 이제 헤어지기로해 너도 알잖아 우린 충분했다는걸 이별이 무서워 자꾸 피해보지만 이젠 정말 끝인걸 우리 사랑이 우리 추억이 이젠 끝나가지만 함께한 기억은 내가 다 가져갈게 끝이란걸 알지만 끝이라고 안할게 내눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰이별을 하려해 많이 아프겠지만 이제 정말 헤어지려해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게되면 그냥 지나쳐줘 서툰이별이라서 그래 혹시 그때의 서로를 조금더 이해했더라면 우린 조금은 달라졌을까 이제와서 이러는 내가 너무 이기적인가봐 내눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰이별을 하려해 많이 아프겠지만 이제 정말 헤어지려해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게되면 그냥 지나쳐줘 서툰이별이라서 그래 우리의 최선은 여기까지인거같아 수고많았어 이젠 널 보낼게 같은 추억속에 우리를 이젠 보내줘야해 애써 그냥 웃으며 아무렇지 않게 널 보낼게 우리 이제 정말 이별을 하려해 많이 아프겠지만 많이 힘들겠지만 혹시 우리가 다시 만나게 되는 날이 다가오면 그땐 꼭 안아줘 많이 보고싶었다고 말해줘  ,81438
